x,expected result,program result
-3.14,-1.0015913846440263,-0.8687880791059919
-3.0772,-1.0622756723969533,-0.9802119227850271
-3.0143999999999997,-1.11877189155622,-1.0778802639306964
-2.9515999999999996,-1.1708573032911536,-1.162511833224718
-2.8887999999999994,-1.2183265585734904,-1.2347924766062428
-2.825999999999999,-1.2609925077749577,-1.295377809782453
-2.763199999999999,-1.2986869385129203,-1.3448955156341131
-2.700399999999999,-1.3312612388351028,-1.3839473478502025
-2.6375999999999986,-1.3585869831287523,-1.4131108912792087
-2.5747999999999984,-1.38055643844427,-1.4329411194672967
-2.5119999999999982,-1.3970829892371057,-1.443971782000267
-2.449199999999998,-1.408101478853356,-1.4467166480769955
-2.386399999999998,-1.413568466412738,-1.441670627840187
-2.3235999999999977,-1.4134623980761738,-1.4293107890887664
-2.2607999999999975,-1.4077836920227491,-1.4100972838766541
-2.1979999999999973,-1.396554736801023,-1.3844741969965098
-2.135199999999997,-1.379819803061191,-1.3528703263249395
-2.072399999999997,-1.3576448690160976,-1.3156999033665653
-2.0095999999999967,-1.3301173603192278,-1.2733632610003285
-1.9467999999999968,-1.297345805385221,-1.22624745434048
-1.8839999999999968,-1.259459407511819,-1.1747268397292392
-1.8211999999999968,-1.2166075354901777,-1.1191636161393943
-1.7583999999999969,-1.1689591347118344,-1.0599083326534693
-1.6955999999999969,-1.116702061094065,-0.9973003651771197
-1.632799999999997,-1.0600423404496615,-0.9316683651191374
-1.569999999999997,-0.9992033562210982,-0.8633306824133997
-1.507199999999997,-0.9344249687814767,-0.7925957649568522
-1.444399999999997,-0.8659625697744477,-0.7197625362822896
-1.381599999999997,-0.7940860752214157,-0.6451207530670682
-1.318799999999997,-0.7190788613657438,-0.5689513438923564
-1.2559999999999971,-0.6412366474494422,-0.49152673050678314
-1.1931999999999972,-0.5608663298270399,-0.4131111327088172
-1.1303999999999972,-0.4782847720132003,-0.333960857840295
-1.0675999999999972,-0.3938175554343675,-0.25432457577612855
-1.0047999999999973,-0.307797695809662,-0.1744435801996923
-0.9419999999999973,-0.22056433022175126,-0.09455203686757649
-0.8791999999999973,-0.13246138005397434,-0.014877219489213223
-0.8163999999999974,-0.04383619506515035,0.06436026622555545
-0.7535999999999974,0.04496181605213412,0.14294626986635922
-0.6907999999999974,0.13358256323067375,0.22067289455174918
-0.6279999999999974,0.22167665527414404,0.2973383057378915
-0.5651999999999975,0.30889677734727083,0.3727465503283784
-0.5023999999999975,0.39489906027985516,0.4467073858900645
-0.4395999999999975,0.4793444362861121,0.5190361198843616
-0.37679999999999747,0.5618999757543395,0.5895534589700911
-0.31399999999999745,0.6422401998365661,0.6580853686644852
-0.2511999999999974,0.7200483636632353,0.7244629440539748
-0.1883999999999974,0.795017705123795,0.7885222930375578
-0.12559999999999738,0.8668526542898195,0.8501044352966639
-0.06279999999999737,0.9352699987124629,0.9090552242986766
2.6367796834847468E-15,1.0000000000000027,0.9782885614919936
0.06280000000000265,1.060787457273322,1.0184702011332822
0.12560000000000265,1.1173927133066086,1.0686505976683107
0.18840000000000268,1.1695925993865148,1.115633892270972
0.2512000000000027,1.2171813151646333,1.1593035814239925
0.3140000000000027,1.259971240034429,1.199881479637766
0.37680000000000274,1.297793672833737,1.235887359903809
0.43960000000000277,1.3304994969565214,1.2688309321828826
0.5024000000000027,1.3579597682516567,1.2979151817506556
0.5652000000000027,1.3800662233909193,1.3230626008568687
0.6280000000000027,1.3967317067019247,1.3441731167545359
0.6908000000000026,1.407890513783201,1.3611473196448984
0.7536000000000026,1.4134986505466833,1.373889332826991
0.8164000000000026,1.4135340066663447,1.3823075783423457
0.8792000000000025,1.4079964427491265,1.3863151361872246
0.9420000000000025,1.3969077908845047,1.3858300161111343
1.0048000000000026,1.3803117685705133,1.3807754302216746
1.0676000000000025,1.3582738063555864,1.3710801007335545
1.1304000000000025,1.3308807898757402,1.3566786225106893
1.1932000000000025,1.2982407173041286,1.3375118965503499
1.2560000000000024,1.2604822735634924,1.3135276511393532
1.3188000000000024,1.217754322980188,1.2846810700469689
1.3816000000000024,1.170225322380027,1.2509355512844869
1.4444000000000023,1.1180826569398277,1.2122636256901564
1.5072000000000023,1.0615319014131068,1.1686480722129602
1.5700000000000023,1.0007960096425657,1.1200832768270212
1.6328000000000022,0.9361144355547527,1.0665768953359678
1.6956000000000022,0.8677421891024183,1.0081518981073014
1.7584000000000022,0.7959488308765517,0.9448490987053547
1.8212000000000022,0.721017409351887,0.8767303009110727
1.8840000000000021,0.6432433449558335,0.803882243289946
1.946800000000002,0.5629332653604373,0.7264215825565234
2.009600000000002,0.4804037965892888,0.6445012443667834
2.0724000000000022,0.3959803147054883,0.5583185948403916
2.1352000000000024,0.3099956630021966,0.4681260666324399
2.1980000000000026,0.22278883975330122,0.37424513899062917
2.260800000000003,0.13470366169780146,0.2770849689870361
2.323600000000003,0.046087408527181406,0.17716757831603175
2.386400000000003,-0.042710546280058326,0.07516244686328269
2.4492000000000034,-0.1313401128787176,-0.0280651242870927
2.5120000000000036,-0.21945186530151972,-0.131385040924706
2.5748000000000038,-0.3066984190863681,-0.23330181581421983
2.637600000000004,-0.3927358008548764,-0.3318040312175915
2.700400000000004,-0.47722480444255444,-0.4241323478005474
2.7632000000000043,-0.55983232823404,-0.506409559273564
2.8260000000000045,-0.6402326884308795,-0.5730264739501022
2.8888000000000047,-0.7181089030742376,-0.6155723848054029
2.951600000000005,-0.7931539417602221,-0.6208605842855873
3.014400000000005,-0.8650719361207646,-0.5670089777265935
3.0772000000000053,-0.9335793462976841,-0.41490179107884917
